Unnamed: 0,g5,g10,g15,g20,g25,g30,totals,longitudes,latitudes,transforms,utm,zone_number,hemisphere,epsg,lat,long,path
| 0.00, 0.00, 1.00|",44N,44,N,32644,50.16547015372391,80.27783203069741,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_44N_25-0000112896-0000012544_3.npz
7486,0,0,0,0,0,0,52,3456482.8879634305,763627.0651609538,"| 10.00, 0.00, 763600.00|
| 0.00,-10.00, 3458640.00|
| 0.00, 0.00, 1.00|",30N,30,N,32630,31.21276751885745,-0.2328634493758557,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_30N_27-0000000000-0000050176_3.npz
354,96,92,92,92,87,73,96,9426215.104874292,794518.4148229747,"| 10.00, 0.00, 794510.00|
| 0.00,-10.00, 9426460.00|
| 0.00, 0.00, 1.00|",20S,20,S,32720,-5.185483766311094,-60.34337634396651,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_20S_29-0000050176-0000062720_0.npz
8767,2,0,0,0,0,0,80,5125812.901385752,647402.589059317,"| 10.00, 0.00, 646350.00|
| 0.00,-10.00, 5125830.00|
| 0.00, 0.00, 1.00|",13N,13,N,32613,46.269886624385606,-103.08703122415854,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_13N_25-0000163072-0000037632_0.npz
7812,0,0,0,0,0,0,62,9030430.066158548,800926.5987268952,"| 10.00, 0.00, 797850.00|
| 0.00,-10.00, 9030460.00|
| 0.00, 0.00, 1.00|",32S,32,S,32732,-8.76141693486195,11.735070283704845,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_32S_29-0000087808-0000062720_4.npz
6743,0,0,0,0,0,0,25,1932824.3183386475,675705.5943404972,"| 10.00, 0.00, 671430.00|
| 0.00,-10.00, 1937900.00|
| 0.00, 0.00, 1.00|",27N,27,N,32627,17.47463065147319,-19.345270146096496,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_27N_27-0000125440-0000037632_3.npz
2637,0,0,0,0,0,0,55,1798703.7288086717,590277.3145373539,"| 10.00, 0.00, 590250.00|
| 0.00,-10.00, 1801320.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,16.267429138047316,45.84488667364423,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_38N_27-0000163072-0000037632_2.npz
8802,0,0,0,0,0,0,110,4019035.503429154,757391.5351971681,"| 10.00, 0.00, 757380.00|
| 0.00,-10.00, 4020130.00|
| 0.00, 0.00, 1.00|",13N,13,N,32613,36.28197696316231,-102.13426704270913,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_13N_26-0000100352-0000050176_0.npz
1268,0,0,0,0,0,0,66,2196835.9889555783,363275.27886636095,"| 10.00, 0.00, 363250.00|
| 0.00,-10.00, 2199750.00|
| 0.00, 0.00, 1.00|",13N,13,N,32613,19.862869315113848,-106.30583967171256,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_13N_27-0000125440-0000012544_2.npz
4405,16,2,0,0,0,0,95,1819621.2301354816,772861.9909094734,"| 10.00, 0.00, 771150.00|
| 0.00,-10.00, 1819630.00|
| 0.00, 0.00, 1.00|",43N,43,N,32643,16.442634292830295,77.55529950546342,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_43N_27-0000163072-0000050176_3.npz
1126,0,0,0,0,0,0,126,4945720.1707944665,437031.1797655425,"| 10.00, 0.00, 436990.00|
| 0.00,-10.00, 4948960.00|
| 0.00, 0.00, 1.00|",40N,40,N,32640,44.66208424791361,56.20571356083425,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_40N_26-0000012544-0000012544_3.npz
591,58,22,8,1,0,0,87,3866726.2111088415,536734.2997657532,"| 10.00, 0.00, 536700.00|
| 0.00,-10.00, 3870110.00|
| 0.00, 0.00, 1.00|",31N,31,N,32631,34.942371830486834,3.40227739032105,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_31N_26-0000125440-0000025088_4.npz
4911,52,37,31,27,25,20,52,9551358.036693446,817045.0305149375,"| 10.00, 0.00, 817030.00|
| 0.00,-10.00, 9556060.00|
| 0.00, 0.00, 1.00|",34S,34,S,32734,-4.053881125992572,23.855124003602192,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_34S_29-0000037632-0000062720_4.npz
331,0,0,0,0,0,0,39,6823890.706085261,741812.2711742935,"| 10.00, 0.00, 741780.00|
| 0.00,-10.00, 6825760.00|
| 0.00, 0.00, 1.00|",20S,20,S,32720,-28.68963952271985,-60.525101934385575,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_20S_30-0000163072-0000050176_1.npz
8377,4,3,2,1,1,0,4,8820957.23028383,463013.93390399095,"| 10.00, 0.00, 458870.00|
| 0.00,-10.00, 8822050.00|
| 0.00, 0.00, 1.00|",19S,19,S,32719,-10.665758238808438,-69.33818718012249,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_19S_29-0000112896-0000025088_2.npz
8542,1,0,0,0,0,0,80,7418477.888383763,516633.08051242656,"| 10.00, 0.00, 513710.00|
| 0.00,-10.00, 7423570.00|
| 0.00, 0.00, 1.00|",33S,33,S,32733,-23.343200203412835,15.162717340675972,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_33S_30-0000100352-0000025088_3.npz
5048,38,17,7,1,0,0,91,5126873.622198401,482871.6425029074,"| 10.00, 0.00, 482870.00|
| 0.00,-10.00, 5131320.00|
| 0.00, 0.00, 1.00|",31N,31,N,32631,46.29522253859348,2.777609994666232,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_31N_25-0000087808-0000012544_3.npz
7318,80,30,0,0,0,0,102,9238775.339560691,753293.889502302,"| 10.00, 0.00, 751540.00|
| 0.00,-10.00, 9238790.00|
| 0.00, 0.00, 1.00|",36S,36,S,32736,-6.881212898620098,35.292095822745566,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_36S_29-0000075264-0000050176_4.npz
1587,0,0,0,0,0,0,83,3954838.934184263,561168.8160052157,"| 10.00, 0.00, 561140.00|
| 0.00,-10.00, 3958020.00|
| 0.00, 0.00, 1.00|",51N,51,N,32651,35.735642964274085,123.6764356933156,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_51N_26-0000112896-0000025088_2.npz
6123,75,73,51,14,3,0,84,5116889.915127135,592494.753789314,"| 10.00, 0.00, 591740.00|
| 0.00,-10.00, 5118890.00|
| 0.00, 0.00, 1.00|",17N,17,N,32617,46.19929976457325,-79.80116097641701,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_17N_26-0000000000-0000037632_3.npz
2173,0,0,0,0,0,0,116,2765031.8574335137,790765.3333739081,"| 10.00, 0.00, 790030.00|
| 0.00,-10.00, 2770130.00|
| 0.00, 0.00, 1.00|",16N,16,N,32616,24.97288049904403,-84.11997753500187,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_16N_27-0000062720-0000050176_1.npz
2561,40,16,4,1,0,0,56,3896277.873419898,493424.26281248935,"| 10.00, 0.00, 490670.00|
| 0.00,-10.00, 3901380.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,35.2094933542089,44.92775382393983,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_38N_26-0000112896-0000025088_2.npz
2428,1,0,0,0,0,0,99,3482892.4188858927,569707.8678385527,"| 10.00, 0.00, 568530.00|
| 0.00,-10.00, 3482930.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,31.47873072601628,45.73386744105013,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_38N_26-0000163072-0000025088_1.npz
4636,4,0,0,0,0,0,71,1998993.5808957468,703925.8695761604,"| 10.00, 0.00, 703910.00|
| 0.00,-10.00, 2000480.00|
| 0.00, 0.00, 1.00|",32N,32,N,32632,18.069996623899936,10.926791941442332,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_32N_27-0000137984-0000050176_1.npz
6601,2,0,0,0,0,0,29,7756661.601338983,293363.4445151539,"| 10.00, 0.00, 293360.00|
| 0.00,-10.00, 7760540.00|
| 0.00, 0.00, 1.00|",53S,53,S,32753,-20.276701715012702,133.02142597004706,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_53S_30-0000062720-0000000000_3.npz
4144,0,0,0,0,0,0,106,3602813.5351532577,302029.57578372955,"| 10.00, 0.00, 302010.00|
| 0.00,-10.00, 3603470.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,32.54505532467865,18.891717941741604,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_34N_26-0000150528-0000000000_3.npz
219,78,23,3,0,0,0,104,1453231.0116496722,196545.49697818945,"| 10.00, 0.00, 196530.00|
| 0.00,-10.00, 1457930.00|
| 0.00, 0.00, 1.00|",37N,37,N,32637,13.13031067842039,36.201209420525714,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_37N_28-0000025088-0000000000_0.npz
311,18,12,6,4,0,0,26,4923181.414865486,618239.5706063452,"| 10.00, 0.00, 617190.00|
| 0.00,-10.00, 4924780.00|
| 0.00, 0.00, 1.00|",16N,16,N,32616,44.45226946697032,-85.51388309343281,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_16N_26-0000012544-0000037632_3.npz
611,5,0,0,0,0,0,51,3808286.545635536,728375.6158351373,"| 10.00, 0.00, 725960.00|
| 0.00,-10.00, 3808310.00|
| 0.00, 0.00, 1.00|",31N,31,N,32631,34.39080575777735,5.48414505820484,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_31N_26-0000125440-0000050176_2.npz
2796,1,0,0,0,0,0,3,3870702.895726684,687445.9058550104,"| 10.00, 0.00, 682420.00|
| 0.00,-10.00, 3875820.00|
| 0.00, 0.00, 1.00|",14N,14,N,32614,34.961539880813106,-96.94694787747022,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_14N_26-0000112896-0000037632_3.npz
2819,24,0,0,0,0,0,62,3477563.814127872,284677.2364737914,"| 10.00, 0.00, 284660.00|
| 0.00,-10.00, 3480040.00|
| 0.00, 0.00, 1.00|",14N,14,N,32614,31.412735124832743,-101.26503412599246,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_14N_26-0000163072-0000000000_2.npz
5739,32,3,2,0,0,0,95,4084774.096712312,313737.5314027177,"| 10.00, 0.00, 313720.00|
| 0.00,-10.00, 4088490.00|
| 0.00, 0.00, 1.00|",36N,36,N,32636,36.89057863704407,30.90972268905317,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_36N_26-0000100352-0000000000_3.npz
402,0,0,0,0,0,0,7,535447.9696682268,535626.9418598507,"| 10.00, 0.00, 534890.00|
| 0.00,-10.00, 536880.00|
| 0.00, 0.00, 1.00|",22N,22,N,32622,4.844173685791973,-50.6786912766636,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_22N_28-0000012544-0000025088_3.npz
1662,62,51,12,3,0,0,98,5590997.874647513,613313.5252498947,"| 10.00, 0.00, 609010.00|
| 0.00,-10.00, 5596110.00|
| 0.00, 0.00, 1.00|",51N,51,N,32651,50.46002411336748,124.59643333005748,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_51N_25-0000112896-0000025088_3.npz
5528,43,14,3,0,0,0,95,6776071.144450516,325041.7983988276,"| 10.00, 0.00, 325010.00|
| 0.00,-10.00, 6780060.00|
| 0.00, 0.00, 1.00|",56S,56,S,32756,-29.13183414268329,151.20158286056986,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_56S_31-0000000000-0000000000_1.npz
8148,34,17,8,1,0,0,161,5470011.2390861735,414770.9643618285,"| 10.00, 0.00, 413300.00|
| 0.00,-10.00, 5470020.00|
| 0.00, 0.00, 1.00|",52N,52,N,32652,49.376837269939145,127.82585821345997,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_52N_25-0000125440-0000012544_0.npz
702,5,0,0,0,0,0,72,1519326.3242179388,314963.3933439825,"| 10.00, 0.00, 314930.00|
| 0.00,-10.00, 1522580.00|
| 0.00, 0.00, 1.00|",36N,36,N,32636,13.73726993056703,31.28870561684897,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_36N_28-0000025088-0000012544_0.npz
4656,0,0,0,0,0,0,159,4586234.956801781,389550.5212203744,"| 10.00, 0.00, 387880.00|
| 0.00,-10.00, 4586240.00|
| 0.00, 0.00, 1.00|",32N,32,N,32632,41.4200840281942,7.678300147602079,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_32N_26-0000050176-0000012544_2.npz
2498,0,0,0,0,0,0,76,2185452.5923988544,472443.4073832049,"| 10.00, 0.00, 470060.00|
| 0.00,-10.00, 2185490.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,19.76459019623757,44.73695536175965,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_38N_27-0000125440-0000025088_2.npz
4248,41,21,13,4,0,0,108,1305922.624765443,799752.0790784268,"| 10.00, 0.00, 798930.00|
| 0.00,-10.00, 1311010.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,11.800110541989952,23.75059288423508,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_34N_28-0000037632-0000062720_2.npz
3493,0,0,0,0,0,0,71,1715071.4446713815,459071.2914105553,"| 10.00, 0.00, 458640.00|
| 0.00,-10.00, 1716840.00|
| 0.00, 0.00, 1.00|",20N,20,N,32620,15.512707350864613,-63.38162780831749,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_20N_28-0000000000-0000025088_0.npz
8316,41,41,41,40,40,29,41,9401643.736781072,811027.8404516306,"| 10.00, 0.00, 811010.00|
| 0.00,-10.00, 9404910.00|
| 0.00, 0.00, 1.00|",19S,19,S,32719,-5.4068582143195325,-66.19357313419056,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_19S_29-0000050176-0000062720_3.npz
5726,1,0,0,0,0,0,4,4058546.5566340713,695822.7563082649,"| 10.00, 0.00, 693160.00|
| 0.00,-10.00, 4063660.00|
| 0.00, 0.00, 1.00|",36N,36,N,32636,36.65238170018724,35.19075953769028,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_36N_26-0000100352-0000037632_4.npz
1926,1,0,0,0,0,0,4,3759202.667710133,535816.978908472,"| 10.00, 0.00, 533440.00|
| 0.00,-10.00, 3759630.00|
| 0.00, 0.00, 1.00|",12N,12,N,32612,33.97275351028308,-110.61227625244268,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_12N_26-0000125440-0000025088_4.npz
6800,29,0,0,0,0,0,102,4267035.486307112,724649.6652245213,"| 10.00, 0.00, 724110.00|
| 0.00,-10.00, 4267060.00|
| 0.00, 0.00, 1.00|",44N,44,N,32644,38.52338043429156,83.5769570219054,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_44N_26-0000075264-0000050176_0.npz
5201,4,0,0,0,0,0,82,1604177.215967168,463955.3745835077,"| 10.00, 0.00, 463950.00|
| 0.00,-10.00, 1607890.00|
| 0.00, 0.00, 1.00|",35N,35,N,32635,14.51017974266192,26.665475460088665,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_35N_28-0000012544-0000025088_2.npz
5973,31,5,0,0,0,0,42,1104828.759653903,264852.157725265,"| 10.00, 0.00, 262580.00|
| 0.00,-10.00, 1104860.00|
| 0.00, 0.00, 1.00|",19N,19,N,32619,9.987813064296349,-71.1450432791085,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_19N_28-0000025088-0000000000_2.npz
121,18,3,0,0,0,0,26,3792443.798630033,287049.3192371112,"| 10.00, 0.00, 282970.00|
| 0.00,-10.00, 3792480.00|
| 0.00, 0.00, 1.00|",41N,41,N,32641,34.25133659891492,60.687435135077074,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_41N_26-0000125440-0000000000_1.npz
433,95,95,95,95,95,83,95,9464981.662488673,779265.3900762096,"| 10.00, 0.00, 778270.00|
| 0.00,-10.00, 9465000.00|
| 0.00, 0.00, 1.00|",18S,18,S,32718,-4.835681562927974,-72.48221192419821,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_18S_29-0000050176-0000050176_0.npz
1078,158,51,19,9,5,1,257,5026983.62714329,324497.5686441332,"| 10.00, 0.00, 323590.00|
| 0.00,-10.00, 5026990.00|
| 0.00, 0.00, 1.00|",13N,13,N,32613,45.37437264177141,-107.2414068993293,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_13N_26-0000000000-0000000000_4.npz
1066,67,45,5,0,0,0,95,8295747.739390185,478355.5859544393,"| 10.00, 0.00, 478330.00|
| 0.00,-10.00, 8300510.00|
| 0.00, 0.00, 1.00|",35S,35,S,32735,-15.415130693797074,26.798276516340668,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_35S_30-0000012544-0000025088_2.npz
3855,0,0,0,0,0,0,24,3819681.120778411,701159.329043954,"| 10.00, 0.00, 697030.00|
| 0.00,-10.00, 3819690.00|
| 0.00, 0.00, 1.00|",42N,42,N,32642,34.49914147453076,71.19098519144282,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_42N_26-0000125440-0000037632_0.npz
9248,26,21,19,13,3,0,35,3553415.736029264,778730.4753247034,"| 10.00, 0.00, 777250.00|
| 0.00,-10.00, 3553470.00|
| 0.00, 0.00, 1.00|",15N,15,N,32615,32.08266507045717,-90.04699777798928,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_15N_26-0000150528-0000050176_4.npz
8026,0,0,0,0,0,0,126,7271565.666617271,599021.119416893,"| 10.00, 0.00, 599020.00|
| 0.00,-10.00, 7272210.00|
| 0.00, 0.00, 1.00|",9S,9,S,32709,-24.667049002853474,-128.02136771108383,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_9S_30-0000000000-0000025088_3.npz
3987,32,9,2,0,0,0,56,3841032.7930108295,302992.3850136302,"| 10.00, 0.00, 300230.00|
| 0.00,-10.00, 3846120.00|
| 0.00, 0.00, 1.00|",11N,11,N,32611,34.692358367088744,-119.15074981890557,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_11N_26-0000125440-0000000000_2.npz
483,67,67,67,61,40,7,103,190617.14959356745,807640.8674483163,"| 10.00, 0.00, 806830.00|
| 0.00,-10.00, 195710.00|
| 0.00, 0.00, 1.00|",20N,20,N,32620,1.7225480686183332,-60.23514661290769,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_20N_28-0000150528-0000062720_0.npz
4256,110,103,43,4,0,0,111,860590.7959208952,810511.098922745,"| 10.00, 0.00, 809970.00|
| 0.00,-10.00, 860620.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,7.776213565596983,23.81511231139523,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_34N_28-0000087808-0000062720_0.npz
543,20,5,2,0,0,0,87,4379611.090817367,555913.0409598136,"| 10.00, 0.00, 555890.00|
| 0.00,-10.00, 4381690.00|
| 0.00, 0.00, 1.00|",42N,42,N,32642,39.56437379914802,69.65090851631821,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_42N_26-0000062720-0000025088_3.npz
2028,0,0,0,0,0,0,105,3563710.4996354813,740606.761732302,"| 10.00, 0.00, 739810.00|
| 0.00,-10.00, 3563730.00|
| 0.00, 0.00, 1.00|",12N,12,N,32612,32.18421792540516,-108.4479443618658,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_12N_26-0000150528-0000050176_0.npz
6498,0,0,0,0,0,0,69,6623834.810817068,763104.6317536738,"| 10.00, 0.00, 761130.00|
| 0.00,-10.00, 6625960.00|
| 0.00, 0.00, 1.00|",53S,53,S,32753,-30.48898240880442,137.74098063541769,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_53S_31-0000012544-0000050176_2.npz
8283,1,0,0,0,0,0,1,9926635.190684624,661877.0266841457,"| 10.00, 0.00, 657800.00|
| 0.00,-10.00, 9930340.00|
| 0.00, 0.00, 1.00|",19S,19,S,32719,-0.6635388050961613,-67.54531244228907,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_19S_29-0000000000-0000037632_2.npz
5480,0,0,0,0,0,0,55,761362.3951364448,505644.8437030139,"| 10.00, 0.00, 502800.00|
| 0.00,-10.00, 766280.00|
| 0.00, 0.00, 1.00|",28N,28,N,32628,6.887949431930683,-14.948904889044671,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_28N_28-0000100352-0000025088_3.npz
3370,15,1,0,0,0,0,15,8302181.767063866,353581.6014807293,"| 10.00, 0.00, 348960.00|
| 0.00,-10.00, 8302200.00|
| 0.00, 0.00, 1.00|",23S,23,S,32723,-15.352880044230924,-46.3640884075859,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_23S_30-0000012544-0000012544_4.npz
7249,22,19,18,16,13,4,41,4346328.845530347,636417.9811248004,"| 10.00, 0.00, 633150.00|
| 0.00,-10.00, 4351420.00|
| 0.00, 0.00, 1.00|",33N,33,N,32633,39.25556599885351,16.58107860477355,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_33N_26-0000075264-0000037632_0.npz
7900,0,0,0,0,0,0,3,2598740.4469387773,514269.6763636357,"| 10.00, 0.00, 510940.00|
| 0.00,-10.00, 2603270.00|
| 0.00, 0.00, 1.00|",40N,40,N,32640,23.498754656615404,57.13976011345734,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_40N_27-0000075264-0000025088_4.npz
9104,6,6,5,1,1,1,73,1801991.860152448,449448.7698822071,"| 10.00, 0.00, 446850.00|
| 0.00,-10.00, 1802000.00|
| 0.00, 0.00, 1.00|",15N,15,N,32615,16.29831048319969,-93.47318250556724,/home/ubuntu/work/satellite_data/sentinel_pauls_paper/samples/sentinel_1_2_worldwide_utm_15N_27-0000163072-0000025088_2.npz
8497,128,119,96,54,31,12,156,5680424.532202022,598072.0987659628,"| 10.00, 0.00, 598030.00|
| 0.00,-10.00, 5685080.00|
